gene1	gene2	jaccard	n_loss_gene1	n_loss_gene2
OR6N2	FLG	0.809524	17	21
OR6C2	CT45A9	0.809524	17	21
OR6C75	OR4F17	0.809524	17	21
OR6C2	CT45A2	0.809524	17	21
OR6C3	MUC12	0.809524	17	21
OR6C75	CT45A3	0.809524	17	21
OR6C75	CT45A6	0.809524	17	21
OR6C75	CT45A8	0.809524	17	21
OR6C75	CT45A9	0.809524	17	21
OR6C75	CT45A7	0.809524	17	21
OR6N2	CT45A6	0.809524	17	21
OR6N2	NPIPB2	0.809524	17	21
OR6C3	NPIPB4	0.809524	17	21
OR6N2	MUC12	0.809524	17	21
OR6C3	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR6N2	CT45A2	0.809524	17	21
OR6N2	CT45A7	0.809524	17	21
OR6N2	CT45A9	0.809524	17	21
OR6N2	CT45A8	0.809524	17	21
OR6N2	NPIPB4	0.809524	17	21
OR6C75	OR4K1	0.809524	17	21
OR6C75	OR4F4	0.809524	17	21
OR6C75	OR4K14	0.809524	17	21
OR6C75	OR4K13	0.809524	17	21
OR6C3	OR4K15	0.809524	17	21
OR6C3	OR4K2	0.809524	17	21
OR6N2	OR4K1	0.809524	17	21
OR6C3	OR4K3	0.809524	17	21
OR6N2	OR4K15	0.809524	17	21
OR6N2	OR4F4	0.809524	17	21
OR6N2	OR4F21	0.809524	17	21
OR6N2	OR4F16	0.809524	17	21
OR6N2	OR4F3	0.809524	17	21
OR6N2	OR4F29	0.809524	17	21
OR6N2	OR4F15	0.809524	17	21
OR6N2	OR4K3	0.809524	17	21
OR6N2	OR4K2	0.809524	17	21
OR2AP1	FAM90A1	0.809524	17	21
OR6C75	OR4K5	0.809524	17	21
OR6C75	OR4F5	0.809524	17	21
OR6C75	OR4K15	0.809524	17	21
OR6C75	OR4K2	0.809524	17	21
OR6C75	OR4K3	0.809524	17	21
OR6C3	NPIPB2	0.809524	17	21
OR6N2	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
putative olfactory receptor 8G2	MUC12	0.809524	17	21
putative olfactory receptor 8G2	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
putative olfactory receptor 8G2	putative protein FAM90A15P	0.809524	17	21
OR2C3	CT45A6	0.809524	17	21
OR2C3	CT45A8	0.809524	17	21
OR2C3	CT45A9	0.809524	17	21
OR2C3	NPIPB4	0.809524	17	21
OR2C3	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR6C4	CT45A5	0.809524	17	21
OR2C3	CT45A3	0.809524	17	21
putative olfactory receptor 8G2	FLG	0.809524	17	21
putative olfactory receptor 8G2	FAM90A1	0.809524	17	21
OR6F1	CT45A8	0.809524	17	21
OR6F1	CT45A6	0.809524	17	21
OR6F1	CT45A3	0.809524	17	21
OR6F1	CT45A1	0.809524	17	21
OR6F1	CT45A5	0.809524	17	21
putative olfactory receptor 8G2	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR6C4	OR4K1	0.809524	17	21
OR2C3	OR4F4	0.809524	17	21
OR2C3	OR4K14	0.809524	17	21
OR2H1	OR4F29	0.809524	17	21
OR2H1	OR4F3	0.809524	17	21
OR2H1	OR4F16	0.809524	17	21
OR2C3	CT45A7	0.809524	17	21
OR2C3	CT45A2	0.809524	17	21
OR5B21	CT45A7	0.809524	17	21
OR2AP1	CT45A6	0.809524	17	21
OR6C4	OR4F4	0.809524	17	21
OR6C4	OR4K14	0.809524	17	21
OR6C4	OR4K13	0.809524	17	21
OR6C4	CT45A9	0.809524	17	21
OR6F1	OR4F4	0.809524	17	21
OR6C4	CT45A7	0.809524	17	21
OR6C4	CT45A2	0.809524	17	21
OR2C3	CT45A1	0.809524	17	21
putative olfactory receptor 8G2	OR4K3	0.809524	17	21
OR2AP1	OR4L1	0.809524	17	21
OR2AP1	OR4F17	0.809524	17	21
OR2C3	OR4F21	0.809524	17	21
OR2AP1	OR4K5	0.809524	17	21
putative olfactory receptor 8G2	OR4F5	0.809524	17	21
putative olfactory receptor 8G2	OR4K15	0.809524	17	21
OR2C3	NPIPB2	0.809524	17	21
putative olfactory receptor 8G2	OR4K2	0.809524	17	21
putative olfactory receptor 8G2	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
putative olfactory receptor 8G2	OR4F15	0.809524	17	21
putative olfactory receptor 8G2	OR4F29	0.809524	17	21
putative olfactory receptor 8G2	OR4F3	0.809524	17	21
putative olfactory receptor 8G2	OR4F16	0.809524	17	21
putative olfactory receptor 8G2	OR4K1	0.809524	17	21
putative olfactory receptor 8G2	OR4F4	0.809524	17	21
putative olfactory receptor 8G2	OR4K14	0.809524	17	21
putative olfactory receptor 8G2	OR4K13	0.809524	17	21
OR2C3	OR4K3	0.809524	17	21
OR2AP1	CT45A8	0.809524	17	21
OR2AP1	CT45A9	0.809524	17	21
OR2AP1	CT45A7	0.809524	17	21
OR2AP1	CT45A2	0.809524	17	21
OR6C4	CT45A1	0.809524	17	21
OR6C4	CT45A3	0.809524	17	21
OR6C4	CT45A6	0.809524	17	21
OR6C4	CT45A8	0.809524	17	21
OR6F1	CT45A9	0.809524	17	21
OR2C3	OR4F15	0.809524	17	21
OR2C3	OR4F29	0.809524	17	21
OR2C3	OR4F3	0.809524	17	21
putative olfactory receptor 8G2	OR4F21	0.809524	17	21
OR2C3	OR4F16	0.809524	17	21
putative olfactory receptor 8G2	NPIPB2	0.809524	17	21
putative olfactory receptor 8G2	NPIPB4	0.809524	17	21
OR6F1	OR4K17	0.809524	17	21
OR6P1	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR6P1	putative protein FAM90A15P	0.809524	17	21
OR6C6	NPIPB2	0.809524	17	21
OR6C6	NPIPB4	0.809524	17	21
OR6C6	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR2C3	OR4K13	0.809524	17	21
OR2C3	OR4K17	0.809524	17	21
OR2C3	OR4L1	0.809524	17	21
OR6P1	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR6F1	OR4K13	0.809524	17	21
OR6F1	NPIPB2	0.809524	17	21
OR2C3	OR4F17	0.809524	17	21
OR6F1	OR4F21	0.809524	17	21
OR6F1	OR4F16	0.809524	17	21
OR6F1	OR4F3	0.809524	17	21
OR6F1	OR4F29	0.809524	17	21
OR6F1	OR4F15	0.809524	17	21
OR6C6	OR4F16	0.809524	17	21
OR2H1	OR4K2	0.809524	17	21
OR2H1	OR4K3	0.809524	17	21
OR6F1	OR4K2	0.809524	17	21
OR6F1	OR4K15	0.809524	17	21
OR6F1	OR4F5	0.809524	17	21
OR6F1	OR4K5	0.809524	17	21
OR6F1	OR4F17	0.809524	17	21
OR2H1	OR4F15	0.809524	17	21
OR6F1	OR4K3	0.809524	17	21
OR6F1	OR4L1	0.809524	17	21
OR6C6	OR4F21	0.809524	17	21
OR2H1	OR4K1	0.809524	17	21
OR2H1	OR4F4	0.809524	17	21
OR2H1	OR4K14	0.809524	17	21
OR2H1	OR4K13	0.809524	17	21
OR2H1	OR4K17	0.809524	17	21
OR2H1	CT45A6	0.809524	17	21
OR2C3	OR4K15	0.809524	17	21
OR2H1	CT45A5	0.809524	17	21
OR2C3	OR4K2	0.809524	17	21
OR6C70	CT45A7	0.809524	17	21
OR2H1	CT45A1	0.809524	17	21
OR6C70	CT45A9	0.809524	17	21
OR2H1	CT45A3	0.809524	17	21
OR6C70	CT45A8	0.809524	17	21
OR6C70	CT45A2	0.809524	17	21
OR2J2	OR4K3	0.809524	17	21
OR2J2	OR4K2	0.809524	17	21
OR2C3	OR4K1	0.809524	17	21
OR6F1	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR6F1	NPIPB4	0.809524	17	21
OR6F1	OR4K1	0.809524	17	21
OR6F1	CT45A2	0.809524	17	21
OR6F1	CT45A7	0.809524	17	21
OR2H1	CT45A9	0.809524	17	21
OR2C3	OR4K5	0.809524	17	21
OR6P1	NPIPB2	0.809524	17	21
OR6P1	NPIPB4	0.809524	17	21
OR6P1	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR6P1	MUC12	0.809524	17	21
OR6P1	FLG	0.809524	17	21
OR6P1	FAM90A1	0.809524	17	21
OR2H1	CT45A8	0.809524	17	21
putative olfactory receptor 8G2	OR4K17	0.809524	17	21
OR2H1	CT45A7	0.809524	17	21
OR2H1	CT45A2	0.809524	17	21
OR2AP1	CT45A5	0.809524	17	21
OR2AP1	CT45A1	0.809524	17	21
OR2AP1	CT45A3	0.809524	17	21
OR2C3	OR4F5	0.809524	17	21
OR2J2	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR9G4	CT45A1	0.809524	17	21
OR9G4	OR4F5	0.809524	17	21
OR5AC2	CT45A9	0.809524	17	21
OR5AC2	CT45A7	0.809524	17	21
OR9G4	CT45A7	0.809524	17	21
OR9G4	CT45A9	0.809524	17	21
OR9G4	CT45A8	0.809524	17	21
OR9G4	CT45A6	0.809524	17	21
OR9G4	CT45A3	0.809524	17	21
OR9G4	OR4K5	0.809524	17	21
OR9G4	CT45A5	0.809524	17	21
OR6C4	NPIPB2	0.809524	17	21
OR9G4	CT45A2	0.809524	17	21
OR6C4	NPIPB4	0.809524	17	21
OR6C4	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR6C4	MUC12	0.809524	17	21
OR6C4	FLG	0.809524	17	21
OR6C4	FAM90A1	0.809524	17	21
OR5AC2	CT45A8	0.809524	17	21
OR9G4	putative protein FAM90A15P	0.809524	17	21
OR6C4	putative protein FAM90A15P	0.809524	17	21
OR6C4	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR6C70	OR4K14	0.809524	17	21
OR5AC2	CT45A5	0.809524	17	21
OR5AC2	CT45A1	0.809524	17	21
OR5AC2	CT45A3	0.809524	17	21
OR5AC2	CT45A6	0.809524	17	21
OR6C4	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR9G4	OR4F17	0.809524	17	21
OR9G4	OR4L1	0.809524	17	21
OR9G4	OR4K17	0.809524	17	21
OR9G4	OR4K13	0.809524	17	21
OR9G4	OR4K14	0.809524	17	21
OR9G4	OR4F4	0.809524	17	21
OR9G4	OR4K1	0.809524	17	21
OR6B1	OR4K3	0.809524	17	21
OR6B1	FAM90A1	0.809524	17	21
OR6B1	FLG	0.809524	17	21
OR2J2	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR2J2	FAM90A1	0.809524	17	21
OR6B1	MUC12	0.809524	17	21
OR6B1	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR2J2	FLG	0.809524	17	21
OR6B1	OR4F15	0.809524	17	21
OR6B1	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR6B1	OR4K2	0.809524	17	21
OR6B1	OR4K15	0.809524	17	21
OR6B1	OR4F5	0.809524	17	21
OR6B1	OR4K5	0.809524	17	21
OR6B1	OR4F17	0.809524	17	21
OR6B1	OR4L1	0.809524	17	21
OR6B1	OR4F3	0.809524	17	21
OR6B1	OR4F29	0.809524	17	21
OR6B1	NPIPB4	0.809524	17	21
OR6C4	OR4K15	0.809524	17	21
OR6C4	OR4K2	0.809524	17	21
OR6C4	OR4K3	0.809524	17	21
OR6C4	OR4F15	0.809524	17	21
OR6C4	OR4F29	0.809524	17	21
OR6C4	OR4F3	0.809524	17	21
OR6C4	OR4F16	0.809524	17	21
OR6C4	OR4F21	0.809524	17	21
OR9G4	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR6B1	NPIPB2	0.809524	17	21
OR6C70	OR4F4	0.809524	17	21
OR6B1	OR4F21	0.809524	17	21
OR6B1	OR4F16	0.809524	17	21
OR6C70	OR4K1	0.809524	17	21
OR6B1	putative protein FAM90A15P	0.809524	17	21
OR6B1	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR5AC2	OR4K5	0.809524	17	21
OR5AC2	OR4F16	0.809524	17	21
OR5AC2	OR4F21	0.809524	17	21
OR6C4	OR4F5	0.809524	17	21
OR5AC2	OR4K14	0.809524	17	21
OR5AC2	OR4K13	0.809524	17	21
OR5AC2	OR4K17	0.809524	17	21
OR5AC2	OR4L1	0.809524	17	21
OR5AC2	OR4F17	0.809524	17	21
OR5AC2	OR4F3	0.809524	17	21
OR2AP1	OR4K1	0.809524	17	21
OR2AP1	OR4F4	0.809524	17	21
OR2AP1	OR4K14	0.809524	17	21
OR5AC2	OR4F5	0.809524	17	21
OR5AC2	OR4K15	0.809524	17	21
OR5AC2	MUC12	0.809524	17	21
OR5AC2	FLG	0.809524	17	21
OR5AC2	FAM90A1	0.809524	17	21
OR5AC2	OR4F29	0.809524	17	21
putative olfactory receptor 8G2	OR4L1	0.809524	17	21
putative olfactory receptor 8G2	OR4F17	0.809524	17	21
putative olfactory receptor 8G2	OR4K5	0.809524	17	21
OR5AC2	OR4K2	0.809524	17	21
OR5AC2	OR4K3	0.809524	17	21
OR5AC2	OR4F15	0.809524	17	21
OR2J2	OR4K15	0.809524	17	21
OR2J2	OR4F5	0.809524	17	21
OR5AC2	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR2J2	OR4K5	0.809524	17	21
OR2J2	NPIPB4	0.809524	17	21
OR2J2	NPIPB2	0.809524	17	21
OR2J2	OR4F21	0.809524	17	21
OR2J2	OR4F16	0.809524	17	21
OR2J2	OR4F3	0.809524	17	21
OR2J2	OR4F29	0.809524	17	21
OR5AC2	NPIPB4	0.809524	17	21
OR9G4	NPIPB4	0.809524	17	21
OR2J2	OR4F15	0.809524	17	21
OR6C4	OR4K17	0.809524	17	21
OR6C4	OR4L1	0.809524	17	21
OR6C4	OR4F17	0.809524	17	21
OR9G4	NPIPB2	0.809524	17	21
OR6C4	OR4K5	0.809524	17	21
OR5AC2	NPIPB2	0.809524	17	21
OR9G4	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR5AC2	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR5AC2	CT45A2	0.809524	17	21
OR6C2	FAM90A1	0.809524	17	21
OR6C2	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR2AP1	OR4K13	0.809524	17	21
OR2AP1	OR4K17	0.809524	17	21
OR6C2	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR6C2	putative protein FAM90A15P	0.809524	17	21
OR9G4	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR9G4	OR4F21	0.809524	17	21
OR9G4	OR4F16	0.809524	17	21
OR9G4	OR4F3	0.809524	17	21
OR9G4	OR4F29	0.809524	17	21
OR9G4	OR4F15	0.809524	17	21
OR9G4	OR4K3	0.809524	17	21
OR9G4	OR4K2	0.809524	17	21
OR9G4	OR4K15	0.809524	17	21
OR2H1	OR4K15	0.809524	17	21
OR5AC2	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR9G4	FAM90A1	0.809524	17	21
OR5AC2	putative protein FAM90A15P	0.809524	17	21
OR5AC2	OR4K1	0.809524	17	21
OR5AC2	OR4F4	0.809524	17	21
OR9G4	FLG	0.809524	17	21
OR9G4	MUC12	0.809524	17	21
OR2C1	OR4F4	0.809524	17	21
OR2A5	OR4F17	0.809524	17	21
OR2A5	OR4L1	0.809524	17	21
OR2A5	OR4K17	0.809524	17	21
OR2C1	OR4K13	0.809524	17	21
OR2C1	OR4K14	0.809524	17	21
OR6A2	OR4K14	0.809524	17	21
OR6A2	OR4K13	0.809524	17	21
OR6A2	OR4K17	0.809524	17	21
OR2A5	OR4K5	0.809524	17	21
OR2C1	OR4K1	0.809524	17	21
OR8B2	OR4F4	0.809524	17	21
OR8B2	OR4K1	0.809524	17	21
OR6A2	NPIPB2	0.809524	17	21
OR6A2	NPIPB4	0.809524	17	21
OR2C1	CT45A8	0.809524	17	21
OR2C1	CT45A6	0.809524	17	21
OR2C1	CT45A3	0.809524	17	21
OR2A5	OR4F5	0.809524	17	21
OR2A2	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR2A2	NPIPB4	0.809524	17	21
OR2A2	NPIPB2	0.809524	17	21
OR2A5	OR4K15	0.809524	17	21
OR2A5	OR4K2	0.809524	17	21
OR2A5	OR4K3	0.809524	17	21
OR2A2	putative protein FAM90A15P	0.809524	17	21
OR2A2	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR2A2	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR2A2	FAM90A1	0.809524	17	21
OR2A2	FLG	0.809524	17	21
OR2A2	MUC12	0.809524	17	21
OR2A5	FLG	0.809524	17	21
OR2A5	FAM90A1	0.809524	17	21
OR5H15	MUC12	0.809524	17	21
OR2C1	OR4F21	0.809524	17	21
OR2C1	OR4F16	0.809524	17	21
OR2C1	OR4F3	0.809524	17	21
OR5H15	FAM90A1	0.809524	17	21
OR8B2	OR4F21	0.809524	17	21
OR8B2	OR4F16	0.809524	17	21
OR5H15	FLG	0.809524	17	21
OR8B2	OR4F3	0.809524	17	21
OR8B2	OR4F17	0.809524	17	21
OR5H15	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR5H15	NPIPB4	0.809524	17	21
OR5H15	NPIPB2	0.809524	17	21
OR2C1	FAM90A1	0.809524	17	21
OR6A2	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR6A2	MUC12	0.809524	17	21
OR6A2	FLG	0.809524	17	21
OR2A5	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR8B2	OR4K5	0.809524	17	21
OR8B2	OR4F5	0.809524	17	21
OR8B2	OR4K15	0.809524	17	21
OR8B2	OR4K2	0.809524	17	21
OR8B2	OR4K3	0.809524	17	21
OR2C1	NPIPB2	0.809524	17	21
OR2C1	NPIPB4	0.809524	17	21
OR2C1	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR2C1	MUC12	0.809524	17	21
OR2C1	OR4K17	0.809524	17	21
OR2C1	OR4L1	0.809524	17	21
OR2C1	CT45A5	0.809524	17	21
OR8B2	OR4F15	0.809524	17	21
OR8B2	OR4F29	0.809524	17	21
OR2C1	CT45A1	0.809524	17	21
OR6A2	OR4F3	0.809524	17	21
OR2A5	CT45A9	0.809524	17	21
OR2A5	CT45A8	0.809524	17	21
OR6C65	OR4K1	0.809524	17	21
OR6A2	OR4K15	0.809524	17	21
OR6A2	OR4K2	0.809524	17	21
OR6A2	OR4K3	0.809524	17	21
OR6A2	OR4F15	0.809524	17	21
OR6A2	OR4F29	0.809524	17	21
OR2A5	CT45A7	0.809524	17	21
OR6A2	OR4F16	0.809524	17	21
OR2A5	CT45A6	0.809524	17	21
OR2A2	OR4F29	0.809524	17	21
OR6A2	OR4F21	0.809524	17	21
OR2A2	OR4F3	0.809524	17	21
OR2A2	OR4F16	0.809524	17	21
OR6A2	OR4F17	0.809524	17	21
OR6A2	OR4K5	0.809524	17	21
OR5K3	OR4F4	0.809524	17	21
OR6C65	OR4F5	0.809524	17	21
OR6C65	OR4K5	0.809524	17	21
OR6C65	OR4F17	0.809524	17	21
OR6C65	OR4L1	0.809524	17	21
OR8B2	OR4K13	0.809524	17	21
OR5K3	OR4K14	0.809524	17	21
OR5K3	OR4K13	0.809524	17	21
OR8B2	OR4K17	0.809524	17	21
OR8B2	OR4L1	0.809524	17	21
OR8B2	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR8B2	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR8B2	putative protein FAM90A15P	0.809524	17	21
OR5K3	OR4K17	0.809524	17	21
OR6C65	OR4K17	0.809524	17	21
OR2A2	OR4K15	0.809524	17	21
OR2A5	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR2A5	putative protein FAM90A15P	0.809524	17	21
OR2C1	CT45A9	0.809524	17	21
OR2C1	CT45A7	0.809524	17	21
OR6A2	OR4F4	0.809524	17	21
OR6A2	OR4K1	0.809524	17	21
OR6A2	CT45A9	0.809524	17	21
OR6A2	CT45A8	0.809524	17	21
OR2C1	CT45A2	0.809524	17	21
OR5K3	CT45A5	0.809524	17	21
OR5K3	CT45A1	0.809524	17	21
OR5K3	CT45A3	0.809524	17	21
OR2A2	OR4F15	0.809524	17	21
OR2A2	OR4K3	0.809524	17	21
OR2A2	OR4K2	0.809524	17	21
OR6A2	FAM90A1	0.809524	17	21
OR6A2	CT45A6	0.809524	17	21
OR2A2	OR4F5	0.809524	17	21
OR6A2	CT45A3	0.809524	17	21
OR6A2	CT45A1	0.809524	17	21
OR6A2	CT45A5	0.809524	17	21
OR2A2	OR4K5	0.809524	17	21
OR2A2	OR4F17	0.809524	17	21
OR2A2	OR4L1	0.809524	17	21
OR6A2	OR4L1	0.809524	17	21
OR6C65	putative protein FAM90A15P	0.809524	17	21
OR6C65	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR8B2	OR4K14	0.809524	17	21
OR6A2	OR4F5	0.809524	17	21
OR5K3	CT45A6	0.809524	17	21
OR2A2	OR4F21	0.809524	17	21
OR6C68	FAM90A1	0.809524	17	21
OR3A2	CT45A3	0.809524	17	21
OR3A2	CT45A6	0.809524	17	21
OR3A2	CT45A8	0.809524	17	21
OR3A2	CT45A9	0.809524	17	21
OR6C68	NPIPB4	0.809524	17	21
OR6C68	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR6C68	MUC12	0.809524	17	21
OR6C68	FLG	0.809524	17	21
OR3A2	CT45A1	0.809524	17	21
OR6C68	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR6C68	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR6C68	putative protein FAM90A15P	0.809524	17	21
OR2C1	OR4F15	0.809524	17	21
OR2C1	OR4K3	0.809524	17	21
OR2C1	OR4K2	0.809524	17	21
OR2C1	OR4K15	0.809524	17	21
OR2C1	OR4F5	0.809524	17	21
OR3A2	CT45A5	0.809524	17	21
OR2C1	OR4F29	0.809524	17	21
OR5H15	OR4K2	0.809524	17	21
OR5H15	OR4K3	0.809524	17	21
OR5H15	OR4F15	0.809524	17	21
OR5H15	OR4F29	0.809524	17	21
OR5H15	OR4F3	0.809524	17	21
OR5H15	OR4F16	0.809524	17	21
OR5H15	OR4F21	0.809524	17	21
OR3A2	CT45A2	0.809524	17	21
OR3A2	CT45A7	0.809524	17	21
OR3A2	FLG	0.809524	17	21
OR3A2	MUC12	0.809524	17	21
OR3A2	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR3A2	NPIPB4	0.809524	17	21
OR5H15	CT45A3	0.809524	17	21
OR5H2	CT45A7	0.809524	17	21
OR5H2	CT45A9	0.809524	17	21
OR3A1	OR4K5	0.809524	17	21
OR3A1	OR4F17	0.809524	17	21
OR3A1	OR4L1	0.809524	17	21
OR3A1	OR4K17	0.809524	17	21
OR3A1	OR4K13	0.809524	17	21
OR3A1	OR4K14	0.809524	17	21
OR8B3	NPIPB2	0.809524	17	21
OR8B3	NPIPB4	0.809524	17	21
OR3A3	OR4L1	0.809524	17	21
OR3A3	OR4F17	0.809524	17	21
OR3A3	OR4K5	0.809524	17	21
OR3A3	OR4F5	0.809524	17	21
OR5H15	CT45A1	0.809524	17	21
OR3A2	NPIPB2	0.809524	17	21
OR5H15	CT45A6	0.809524	17	21
OR5H15	CT45A8	0.809524	17	21
OR5H15	CT45A9	0.809524	17	21
OR5H15	CT45A7	0.809524	17	21
OR5H15	CT45A2	0.809524	17	21
OR6C68	NPIPB2	0.809524	17	21
OR3A3	OR4K1	0.809524	17	21
OR6C68	OR4F21	0.809524	17	21
OR6C68	OR4F16	0.809524	17	21
OR6C68	OR4F3	0.809524	17	21
OR6C68	OR4F29	0.809524	17	21
OR6C68	OR4F15	0.809524	17	21
OR2C1	OR4F17	0.809524	17	21
OR6C68	OR4K3	0.809524	17	21
OR2C1	OR4K5	0.809524	17	21
OR5H15	OR4K5	0.809524	17	21
OR5H15	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR5H15	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR5H15	OR4F4	0.809524	17	21
OR5H15	OR4K1	0.809524	17	21
OR5H15	OR4K15	0.809524	17	21
OR6C68	CT45A7	0.809524	17	21
OR6C68	CT45A2	0.809524	17	21
OR5H15	OR4F5	0.809524	17	21
OR5H15	putative protein FAM90A15P	0.809524	17	21
OR5H15	OR4F17	0.809524	17	21
OR5H15	OR4L1	0.809524	17	21
OR6A2	CT45A7	0.809524	17	21
OR6A2	CT45A2	0.809524	17	21
OR6C68	CT45A5	0.809524	17	21
OR6C68	CT45A1	0.809524	17	21
OR6C68	CT45A3	0.809524	17	21
OR6C68	CT45A6	0.809524	17	21
OR3A2	OR4F3	0.809524	17	21
OR3A2	OR4F29	0.809524	17	21
OR8B2	CT45A8	0.809524	17	21
OR8B2	CT45A9	0.809524	17	21
OR8B2	CT45A7	0.809524	17	21
OR3A2	OR4F15	0.809524	17	21
OR3A2	OR4K3	0.809524	17	21
OR3A2	OR4K2	0.809524	17	21
OR3A2	OR4K15	0.809524	17	21
OR8B2	CT45A2	0.809524	17	21
OR2C1	FLG	0.809524	17	21
OR8B2	CT45A5	0.809524	17	21
OR8B2	CT45A1	0.809524	17	21
OR8B2	CT45A3	0.809524	17	21
OR8B2	CT45A6	0.809524	17	21
OR6C68	OR4K5	0.809524	17	21
OR5H15	OR4K14	0.809524	17	21
OR3A2	OR4F21	0.809524	17	21
OR3A2	OR4F16	0.809524	17	21
OR6C68	OR4K13	0.809524	17	21
OR6C68	OR4K14	0.809524	17	21
OR6C68	OR4F4	0.809524	17	21
OR6C68	OR4K1	0.809524	17	21
OR3A2	putative protein FAM90A15P	0.809524	17	21
OR3A2	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR3A2	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR3A2	FAM90A1	0.809524	17	21
OR3A2	OR4K1	0.809524	17	21
OR6C68	OR4K2	0.809524	17	21
OR6C68	OR4K15	0.809524	17	21
OR6C68	OR4F5	0.809524	17	21
OR6C65	OR4K13	0.809524	17	21
OR6C68	OR4F17	0.809524	17	21
OR6C68	OR4L1	0.809524	17	21
OR6C68	OR4K17	0.809524	17	21
OR3A2	OR4F5	0.809524	17	21
OR3A2	OR4K5	0.809524	17	21
OR3A2	OR4F17	0.809524	17	21
OR3A2	OR4L1	0.809524	17	21
OR3A2	OR4K17	0.809524	17	21
OR5H15	OR4K13	0.809524	17	21
OR3A2	OR4K13	0.809524	17	21
OR3A2	OR4K14	0.809524	17	21
OR3A2	OR4F4	0.809524	17	21
OR6C68	CT45A9	0.809524	17	21
OR6C68	CT45A8	0.809524	17	21
OR5H15	OR4K17	0.809524	17	21
OR2H2	OR4K2	0.809524	17	21
OR5H6	OR4F29	0.809524	17	21
OR5H6	OR4F15	0.809524	17	21
OR5K4	MUC12	0.809524	17	21
OR5K4	FLG	0.809524	17	21
OR5K4	FAM90A1	0.809524	17	21
OR5K4	coiled-coil domain-containing protein 144B-like	0.809524	17	21
OR5K4	nuclear pore complex-interacting protein family member A5-like isoform X8	0.809524	17	21
OR5K4	putative protein FAM90A15P	0.809524	17	21
OR5H6	OR4F3	0.809524	17	21
OR5I1	putative NPIP-like protein LOC729978 isoform X1	0.809524	17	21
OR5I1	MUC12	0.809524	17	21
OR5K4	OR4F3	0.809524	17	21
OR5H6	OR4K3	0.809524	17	21
OR5K4	OR4F16	0.809524	17	21
OR5K4	OR4F21	0.809524	17	21
OR2H2	OR4K15	0.809524	17	21
OR5K4	NPIPB2	0.809524	17	21
OR5H6	OR4F16	0.809524	17	21
OR5H6	OR4F21	0.809524	17	21
OR5H6	OR4K13	0.809524	17	21
OR5H6	OR4K17	0.809524	17	21
